AreaType,AreaCodeName,01/07/2012_DASR,01/07/2012_lower95CI,01/07/2012_upper95CI,01/10/2012_DASR,01/10/2012_lower95CI,01/10/2012_upper95CI,01/01/2013_DASR,01/01/2013_lower95CI,01/01/2013_upper95CI,01/04/2013_DASR,01/04/2013_lower95CI,01/04/2013_upper95CI,01/07/2013_DASR,01/07/2013_lower95CI,01/07/2013_upper95CI,01/10/2013_DASR,01/10/2013_lower95CI,01/10/2013_upper95CI,01/01/2014_DASR,01/01/2014_lower95CI,01/01/2014_upper95CI,01/04/2014_DASR,01/04/2014_lower95CI,01/04/2014_upper95CI,01/07/2014_DASR,01/07/2014_lower95CI,01/07/2014_upper95CI,01/10/2014_DASR,01/10/2014_lower95CI,01/10/2014_upper95CI,01/01/2015_DASR,01/01/2015_lower95CI,01/01/2015_upper95CI,01/04/2015_DASR,01/04/2015_lower95CI,01/04/2015_upper95CI,01/07/2015_DASR,01/07/2015_lower95CI,01/07/2015_upper95CI,01/07/2015_DASR,01/07/2015_lower95CI,01/07/2015_upper95CI,01/01/2016_DASR,01/01/2016_lower95CI,01/01/2016_upper95CI,01/04/2016_DASR,01/04/2016_lower95CI,01/04/2016_upper95CI,01/07/2016_DASR,01/07/2016_lower95CI,01/07/2016_upper95CI,01/10/2016_DASR,01/10/2016_lower95CI,01/10/2016_upper95CI
MSOA,E02002350,2945.3719,2553.3696,3379.9949,2944.1739,2550.3619,3380.9132,3070.2742,1986.8696,4523.7991,3026.9288,2623.6088,3473.7675,3075.3401,2669.8049,3524.1987,3155.7821,2744.7342,3610.1054,3240.1907,2822.8552,3700.8439,3305.0111,2885.0569,3768.0544,3366.2189,2943.4342,3831.9921,3481.7191,3050.7855,3955.6105,3399.2146,2974.9199,3866.1752,3464.2265,3035.8301,3935.1446,3401.2954,2975.6512,3869.7412,3451.4228,3023.3161,3922.1137,3581.9876,3144.3905,4062.294,3679.4291,3236.4754,4165.0011,3631.6899,3193.8284,4111.8505,3614.2942,3180.2053,4090.0646
MSOA,E02002351,3138.5648,2723.7322,3598.1584,3128.0355,2717.0965,3582.9841,3271.7201,2846.2707,3742.0691,3365.8081,2895.5649,3889.703,3332.6956,2898.7584,3812.318,3391.0967,2954.995,3872.4639,3424.2469,2986.7151,3906.8777,3548.6249,3103.7762,4038.5039,3610.2289,3159.821,4105.8295,3550.1387,3107.0329,4037.802,3638.0386,3187.9519,4132.8958,3745.1397,3285.5293,4249.9842,3749.2931,3289.2299,4254.635,3761.7893,3302.2156,4266.4042,3728.6066,3271.2776,4230.8507,3713.7185,3254.4131,4218.6135,3634.6552,3184.258,4129.9504,3677.4027,3228.9314,4169.8271
MSOA,E02002352,6021.0616,5466.4985,6615.5763,6123.8883,5566.6709,6720.7526,6165.6207,5605.9894,6764.982,6146.9915,5588.4288,6745.2525,6183.2682,5623.6972,6782.5208,6535.564,5963.1598,7147.0691,6528.5666,5958.5269,7137.4258,6478.1913,5910.6768,7084.5127,6630.0938,6057.6235,7241.0785,6691.5624,6118.1645,7303.3076,6806.6688,6227.008,7424.9812,6899.3826,6314.5161,7523.0954,6865.1762,6283.8479,7485.0781,6941.6455,6358.1771,7563.5315,6946.5531,6361.2516,7570.6165,6882.1976,6292.6975,7511.4773,6844.0408,6264.0186,7462.7768,6886.3775,6302.1183,7509.5949
MSOA,E02002353,4738.0063,4118.4199,5420.7336,4793.445,4167.1241,5483.3074,4968.3021,4326.4651,5674.3989,4919.2307,4282.7589,5619.7043,4880.6744,4232.4664,5595.5436,5081.1093,4418.7975,5810.168,5162.2691,4495.7277,5895.2549,5278.8585,4596.9121,6028.2053,5431.5241,4746.7814,6182.2816,5458.373,4778.8186,6202.661,5526.5862,4852.4796,6263.9154,5540.4755,4865.5101,6278.6231,5489.6982,4826.5905,6214.5255,5518.0346,4854.9313,6242.3959,5741.636,5066.0332,6478.4112,5795.9955,5120.9738,6531.8115,5888.8644,5209.6985,6628.4531,5979.2084,5295.3465,6723.3914
MSOA,E02002354,6099.5329,5543.7669,6695.2004,6246.8373,5685.5003,6847.8493,6245.4536,5685.4078,6845.0396,6293.5748,5728.1372,6898.9772,6298.9164,5728.1302,6910.3603,6568.1672,5988.9786,7187.4611,6680.7489,6096.2208,7305.4553,6815.9329,6226.0452,7445.9097,6909.681,6315.5362,7543.8786,7053.3039,6453.1874,7693.4361,7046.0743,6448.2026,7683.6561,7083.0557,6482.3075,7723.5888,7058.4119,6457.33,7699.4561,7099.1102,6497.1828,7740.9006,7079.4959,6478.5465,7720.2822,7023.2207,6409.4737,7679.023,7188.4229,6590.428,7825.1292,7153.031,6559.1296,7785.3787
MSOA,E02002356,3354.4035,2948.389,3800.2934,3384.529,2977.3031,3831.5,3481.8117,2987.6439,4033.5015,3447.9742,3034.8515,3901.1692,3478.0274,3064.6199,3931.2908,3564.1188,3144.469,4023.8231,3485.3788,3068.3663,3942.8409,3524.9392,3103.237,3987.5459,3410.9921,2995.4366,3867.7067,3496.4529,3074.5309,3959.726,3554.7718,3130.4083,4020.298,3711.8349,3281.8821,4182.1893,3652.995,3228.3398,4117.7084,3721.1424,3292.6972,4189.5412,3702.0895,3274.1889,4170.0451,3730.7511,3303.0099,4198.2299,3739.6144,3314.7007,4203.5646,3718.8671,3295.6818,4181.0019
MSOA,E02002357,4308.4163,3818.9992,4842.1477,4346.4196,3856.0041,4880.9252,3909.7829,3128.9934,4824.0684,4453.7948,3962.5773,4988.2674,4403.3837,3918.195,4931.2966,4617.0906,4119.8554,5156.9691,4683.122,4183.2384,5225.4008,4780.6151,4277.474,5325.9648,4700.0649,4202.7078,5239.4051,4723.8548,4225.3678,5264.2246,4876.0951,4370.724,5423.2229,5099.8154,4582.4636,5658.9251,5268.207,4741.2227,5837.0729,5286.9891,4761.362,5854.1601,5305.7744,4777.8381,5875.4372,5274.656,4747.9715,5843.0252,5333.523,4801.9257,5907.0786,5360.3216,4829.5733,5932.7902
MSOA,E02002358,5904.4838,5367.8348,6480.062,6007.451,5466.3741,6587.419,6005.9803,5464.1778,6586.7705,6037.3305,5486.4712,6628.1962,6104.3655,5556.7227,6691.0612,6158.2493,5610.9746,6744.1626,6156.1727,5610.7391,6740.0304,6225.3041,5675.4835,6813.6476,6302.5701,5748.4535,6895.3434,6526.7416,5962.8722,7129.1687,6409.0636,5853.3669,7003.077,6471.1329,5908.6168,7072.3547,6571.3468,6008.0048,7172.9349,6684.6172,6118.3978,7288.8545,6752.9305,6184.6568,7359.0965,6495.7323,5936.5765,7093.0447,6600.659,6023.4866,7217.882,6668.1139,6092.1384,7283.5565
MSOA,E02002359,3576.7365,3144.6581,4051.2501,3608.6442,3174.0997,4085.6882,3665.3709,3228.322,4144.7264,3511.2457,3022.2253,4056.2174,3704.4121,3268.7742,4181.6306,3888.8257,3444.0095,4374.8111,3917.544,3472.8993,4403.0379,3986.0422,3537.419,4475.5058,4012.61,3564.2555,4501.4162,3989.6068,3543.9842,4475.4346,3923.7315,3482.2273,4405.3556,3911.7062,3453.1975,4413.7203,3923.8867,3483.9653,4403.6407,3943.0991,3502.7127,4423.2183,3896.1814,3458.7563,4373.2842,3914.8555,3477.9052,4391.0892,3901.4326,3465.7164,4376.3213,3874.9673,3442.4091,4346.4141
MSOA,E02002360,5251.247,4650.0966,5907.1231,5282.6813,4684.1103,5935.1612,5261.4865,4665.4082,5911.2491,5177.0528,4585.5106,5822.446,5381.4735,4774.4642,6042.959,5503.7053,4892.262,6169.0819,5606.897,4994.2169,6272.8107,5612.2433,4998.7547,6278.948,5660.5937,5046.4464,6327.4957,5752.0852,5133.1103,6423.8053,5864.6999,5239.5379,6542.5511,5909.7859,5284.6037,6587.2538,5710.9345,5099.7114,6374.0774,5824.9968,5208.257,6493.555,5857.2456,5240.8096,6525.0786,6006.6204,5371.7998,6694.6143,5758.3488,5147.0697,6420.9875,5764.0218,5153.4752,6425.7873
