Reference.Number,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Longitude,Latitude
12L0539,2,1,21/02/2014,1530,3,1,1,1,1,3,1,21,1,-1.402305714,53.7868174
12M0800,2,1,21/02/2014,920,3,2,4,8,1,3,1,40,1,-1.586292352,53.77602526
12O1071,2,1,24/02/2014,1605,6,1,1,1,1,2,1,13,1,-1.377741023,53.78624309
12O1093,2,1,24/02/2014,1610,6,1,1,1,1,3,1,29,1,-1.55526684,53.80998794
12Q0928,2,1,26/02/2014,1505,6,1,1,1,1,3,1,23,1,-1.52292727,53.80400355
1360255,2,1,06/03/2014,847,3,1,1,1,1,3,1,48,1,-1.588737311,53.80843553
1360958,2,1,05/03/2014,1230,3,1,1,1,1,3,1,42,1,-1.560457179,53.79723508
1361391,1,1,06/03/2014,1935,3,2,4,1,1,3,1,49,1,-1.456306593,53.74940506
1370345,2,1,07/03/2014,1717,4,2,1,2,1,3,1,38,1,-1.685416656,53.8520767
1371872,2,1,07/03/2014,2130,6,1,4,1,1,3,1,26,1,-1.554707254,53.78108932
13A1346,2,1,10/03/2014,1705,3,1,1,1,1,3,1,27,1,-1.559664587,53.84247777
13A1369,3,1,10/03/2014,1723,3,1,1,1,1,3,1,37,1,-1.489398454,53.80169046
13B1726,2,1,11/03/2014,1745,6,1,1,1,1,3,2,43,1,-1.542342517,53.81145833
13C0182,3,1,12/03/2014,720,6,1,1,1,1,3,1,25,1,-1.55294741,53.77960873
13F0092,3,2,15/03/2014,58,6,1,4,1,1,3,1,26,1,-1.576307019,53.8122841
13F0092,3,2,15/03/2014,58,6,1,4,1,2,3,2,27,1,-1.576307019,53.8122841
13G1491,2,1,16/03/2014,1952,6,1,4,1,1,3,2,23,1,-1.524063942,53.84442714
13H1020,2,1,10/03/2014,1320,6,1,1,1,1,3,1,23,1,-1.599247853,53.74286727
13H1135,2,1,17/03/2014,1640,3,1,1,1,1,3,1,43,1,-1.728683238,53.88448467
13H1290,2,2,17/03/2014,1750,3,1,1,1,1,3,1,29,1,-1.577013789,53.82052859
13H1290,2,2,17/03/2014,1750,3,1,1,1,3,3,2,31,1,-1.577013789,53.82052859
13I0530,2,1,18/03/2014,1130,3,2,1,1,1,3,1,17,1,-1.576248186,53.81962709
13J1522,2,1,19/03/2014,1920,6,1,4,1,1,3,1,70,1,-1.455102883,53.75570927
13J1621,2,1,19/03/2014,2016,3,1,4,1,1,2,1,46,1,-1.690882586,53.85916438
13N0595,2,1,23/03/2014,1120,6,1,1,1,1,2,1,50,1,-1.448322752,53.88187049
13N0837,2,1,23/03/2014,1340,6,1,1,1,1,3,2,32,1,-1.556924065,53.7968356
13N1021,2,1,23/03/2014,1537,5,2,1,1,1,3,1,50,1,-1.759996214,53.87309177
13O1289,2,1,24/03/2014,1715,3,1,1,1,1,3,1,48,1,-1.547402853,53.7900051
13O1326,2,1,24/03/2014,1653,6,1,1,1,1,3,1,24,1,-1.541695953,53.78439287
13P1022,2,1,25/03/2014,1600,3,2,1,1,1,3,1,46,1,-1.499015714,53.73231586
13P1304,2,1,24/03/2014,840,3,1,1,1,1,3,1,60,1,-1.592977375,53.83319391
13P1326,2,1,25/03/2014,1641,6,2,1,1,1,3,1,43,1,-1.536408789,53.79867255
13R0938,1,1,18/03/2014,1500,3,1,1,1,3,3,2,53,1,-1.571571844,53.76128708
13S1092,2,1,28/03/2014,1628,3,1,1,1,1,2,1,39,1,-1.565303233,53.8160287
140002711,2,1,02/01/2014,1530,6,1,1,1,1,3,2,20,1,-1.713116045,53.87396866
140007139,2,1,06/01/2014,1610,3,2,4,1,1,3,2,21,1,-1.555176582,53.80990671
140009294,2,1,08/01/2014,714,5,1,1,1,1,3,1,45,1,-1.638941416,53.80662867
140016527,2,1,13/01/2014,1025,6,2,1,1,1,3,1,47,1,-1.45921191,53.83018515
140017611,2,1,13/01/2014,1515,3,1,1,1,1,3,1,33,1,-1.704666733,53.90104657
140018623,2,1,11/01/2014,1105,3,2,1,1,1,3,1,32,1,-1.670071497,53.84715509
140018925,2,1,15/01/2014,755,6,2,1,1,1,3,1,23,1,-1.523819596,53.81772282
140020476,2,1,16/01/2014,740,3,1,1,1,1,3,1,40,1,-1.623492311,53.74451874
140023122,2,1,17/01/2014,1930,3,2,4,2,1,2,1,33,1,-1.619645599,53.82461696
140025518,2,1,19/01/2014,1410,3,1,1,1,1,3,1,23,1,-1.582642022,53.82737916
140026423,2,1,20/01/2014,1128,6,2,1,1,1,3,1,22,1,-1.564736085,53.79012316
140027538,2,1,21/01/2014,730,6,2,4,1,1,3,1,51,1,-1.601167816,53.84593936
140031174,2,1,23/01/2014,845,6,2,1,2,1,3,1,9,1,-1.680697129,53.80902097
140031185,2,1,23/01/2014,1645,3,1,1,1,1,3,1,58,1,-1.620744148,53.77525828
140033168,2,1,24/01/2014,1415,6,1,1,1,1,3,1,25,1,-1.441960492,53.79865697
140033332,2,1,24/01/2014,1745,3,2,4,2,1,3,1,19,1,-1.561717113,53.81473037
140034085,2,1,24/01/2014,1500,6,1,1,1,1,3,1,57,1,-1.514015157,53.81442986
140037552,2,1,28/01/2014,655,3,2,4,1,1,2,1,36,1,-1.527287866,53.7861975
140038760,2,1,28/01/2014,1830,3,1,1,1,1,3,1,32,1,-1.570062018,53.81704351
140038859,2,1,28/01/2014,1650,3,2,4,1,1,3,1,47,1,-1.689736207,53.85793008
140044253,2,1,01/02/2014,1015,3,2,1,1,1,3,1,41,1,-1.629031613,53.90228393
140044738,2,1,01/02/2014,1728,6,2,6,8,1,3,1,26,1,-1.59805725,53.80091717
140045106,2,1,31/01/2014,1506,3,2,1,1,1,3,1,34,1,-1.546772272,53.82880401
140047033,2,1,03/02/2014,825,3,1,1,1,1,3,1,49,1,-1.555176582,53.80990671
140048324,2,1,04/02/2014,1050,6,1,1,1,1,3,1,44,1,-1.552482563,53.84898547
140050662,2,1,05/02/2014,1800,6,2,4,2,1,2,1,19,1,-1.563587696,53.80717827
140051388,2,1,06/02/2014,840,3,2,1,1,1,3,1,32,1,-1.623124002,53.80603178
140052151,2,1,06/02/2014,1811,3,2,4,2,1,3,1,30,1,-1.596121559,53.781137
140055117,2,1,08/02/2014,1415,4,1,1,1,1,3,1,19,1,-1.569473433,53.82705403
140062257,2,1,13/02/2014,1715,3,1,4,1,1,3,2,32,1,-1.549241331,53.77141572
140063557,2,1,14/02/2014,1558,6,1,1,1,1,3,2,22,1,-1.576508213,53.81944825
1420372,2,1,02/04/2014,926,3,1,1,1,1,3,1,34,1,-1.61742818,53.80453074
1420804,2,1,01/04/2014,30,3,1,4,2,1,3,1,24,1,-1.509682695,53.8173693
1430549,2,1,03/04/2014,740,3,2,1,1,1,3,1,28,1,-1.508625368,53.7414786
1430662,1,1,03/04/2014,1250,6,1,1,1,3,3,2,48,1,-1.549975325,53.8177069
14A0278,2,1,10/04/2014,836,6,1,1,1,1,2,1,53,1,-1.514584998,53.81900707
14A0409,3,1,10/04/2014,958,3,1,1,1,1,3,2,49,1,-1.586360934,53.8076454
14B0276,2,1,11/04/2014,740,3,1,1,1,1,3,1,47,1,-1.612390021,53.88324001
14C0342,2,1,12/04/2014,849,3,1,1,1,1,3,1,52,1,-1.441407618,53.79798928
14C0578,2,1,12/04/2014,1025,3,1,1,1,1,3,1,38,1,-1.590250266,53.89778084
14G0526,2,1,16/04/2014,1059,6,1,1,1,1,3,1,6,1,-1.543305608,53.78151384
14G1328,2,1,16/04/2014,1732,6,1,1,1,1,3,1,50,1,-1.635725408,53.78346583
14H1474,2,1,09/04/2014,750,6,2,1,1,1,3,1,41,1,-1.417643358,53.74018143
14I1056,2,1,18/04/2014,1632,6,1,1,1,1,3,1,31,1,-1.568434443,53.80396011
14L0051,2,1,21/04/2014,43,6,1,4,1,1,3,1,23,1,-1.622432059,53.80530158
14L1161,2,1,21/04/2014,1726,6,2,1,2,1,3,1,23,1,-1.579941323,53.82094333
14M0058,2,1,22/04/2014,2105,3,1,4,1,1,3,1,26,1,-1.593540092,53.83785159
14M0228,2,1,22/04/2014,755,6,2,1,1,1,3,1,46,1,-1.559177401,53.79332058
14N0205,1,2,23/04/2014,750,3,1,1,1,1,3,2,40,1,-1.577913317,53.80507238
14N0205,1,2,23/04/2014,750,3,1,1,1,3,3,1,32,1,-1.577913317,53.80507238
14N0265,2,1,23/04/2014,850,3,1,1,1,1,2,2,23,1,-1.555190911,53.80998766
14S0758,2,1,28/04/2014,1310,3,1,1,1,1,3,1,20,1,-1.54879989,53.80693484
14T1265,2,1,29/04/2014,1800,3,2,1,1,1,3,1,34,1,-1.601839028,53.8152207
14T1289,2,1,29/04/2014,1820,6,1,1,1,1,3,1,51,1,-1.561867724,53.79007677
14U0293,2,1,30/04/2014,835,6,1,1,1,1,3,1,19,1,-1.546863921,53.79353537
14U0843,2,1,30/04/2014,1400,3,1,1,1,1,3,1,20,1,-1.569517175,53.81685281
14U0936,2,1,30/04/2014,1443,3,1,1,1,1,2,1,20,1,-1.640205873,53.89484001
14U1235,2,1,30/04/2014,1700,3,1,1,1,1,3,1,45,1,-1.564228342,53.81569225
14U1278,2,1,30/04/2014,830,4,1,1,1,1,3,1,37,1,-1.461256221,53.79754075
14U1644,2,1,30/04/2014,2025,6,2,4,2,1,2,1,35,1,-1.470330837,53.82679232
1511108,2,1,01/05/2014,1430,6,2,1,2,1,3,1,52,1,-1.533900915,53.84138285
1520720,2,1,02/05/2014,1250,6,1,1,1,1,3,1,20,1,-1.576307019,53.8122841
1531412,2,1,03/05/2014,1755,3,1,1,1,1,2,1,50,1,-1.385709218,53.79664746
1541155,2,1,04/05/2014,1738,6,1,1,1,1,3,1,7,1,-1.696775256,53.8726882
1551175,2,1,05/05/2014,1705,6,1,1,1,1,3,1,16,1,-1.61510606,53.85914318
1570257,2,1,07/05/2014,820,6,1,1,1,1,3,1,42,1,-1.575981285,53.80392409
1570994,2,1,07/05/2014,1120,6,1,1,1,1,3,1,30,1,-1.519327728,53.80673952
1571248,2,1,07/05/2014,1720,3,2,1,1,1,2,1,24,1,-1.627682291,53.90169554
1580735,2,1,08/05/2014,845,3,2,1,2,1,2,1,37,1,-1.613415634,53.82312303
1591120,2,1,09/05/2014,1629,6,1,1,1,1,2,1,5,1,-1.519435254,53.76011882
1591165,2,1,09/05/2014,1720,3,1,1,1,1,3,1,26,1,-1.564152777,53.81565602
1591246,2,1,09/05/2014,1800,6,1,1,1,1,3,2,7,1,-1.527607153,53.7631623
15A0862,2,1,10/05/2014,1335,4,2,1,2,1,3,1,24,1,-1.404426237,53.73028343
15B1000,2,1,11/05/2014,1550,3,1,1,1,1,3,2,43,1,-1.473630172,53.74894306
15C1074,2,1,12/05/2014,1615,6,1,1,1,1,3,1,33,1,-1.542034019,53.80213657
15D0701,2,1,07/05/2014,1430,6,1,1,1,1,3,1,24,1,-1.565074878,53.79112206
1.50E+271,2,1,14/05/2014,840,6,1,1,1,1,3,1,35,1,-1.505946228,53.80961528
15E0987,2,1,14/05/2014,1420,6,1,1,1,1,3,1,27,1,-1.566891173,53.79605407
15F0611,2,1,15/05/2014,830,3,1,1,1,1,3,1,30,1,-1.499076665,53.73228915
15F0951,2,1,15/05/2014,1510,3,1,1,1,1,3,1,28,1,-1.452077555,53.80521096
15F1407,2,1,15/05/2014,1840,3,1,1,1,1,2,1,51,1,-1.361373154,53.80464565
15F1644,2,1,15/05/2014,2030,3,1,1,1,1,3,1,44,1,-1.649735172,53.905348
15G0488,2,1,16/05/2014,1030,4,1,1,1,1,3,1,41,1,-1.695766355,53.90904152
15G0911,2,1,16/05/2014,1310,3,1,1,1,1,3,1,16,1,-1.486232587,53.80232409
15H1907,2,1,17/05/2014,820,3,1,1,1,1,3,2,30,1,-1.570607326,53.81718927
15K1240,2,1,20/05/2014,1755,6,1,1,1,1,3,2,7,1,-1.523073364,53.81120354
15L0244,2,1,21/05/2014,805,6,1,1,1,1,3,1,54,1,-1.607382368,53.81037646
15L0280,2,1,21/05/2014,842,3,1,1,1,1,3,2,50,1,-1.608033399,53.82199107
15L0934,2,1,21/05/2014,1421,6,1,1,1,1,3,1,69,1,-1.375854556,53.9316775
15M0477,2,1,22/05/2014,1000,6,2,1,2,1,3,1,38,1,-1.512605857,53.81022673
15M1199,2,1,22/05/2014,1640,6,1,1,1,1,2,1,43,1,-1.524614166,53.81058948
15Q0412,1,2,26/05/2014,800,6,1,1,1,1,3,1,52,1,-1.559864367,53.85386625
15Q0412,1,2,26/05/2014,800,6,1,1,1,3,2,1,66,1,-1.559864367,53.85386625
15Q0549,2,1,26/05/2014,1035,3,1,1,1,1,3,1,32,1,-1.577734848,53.82133106
15Q0901,2,1,26/05/2014,1415,3,1,1,9,1,3,1,49,1,-1.583288414,53.82807348
15Q1064,2,1,26/05/2014,1540,6,1,1,1,1,2,1,9,1,-1.710747546,53.91527111
15S0336,2,1,28/05/2014,925,3,2,1,2,1,3,1,43,1,-1.570609682,53.80208942
15S1541,2,1,28/05/2014,2145,3,2,4,1,1,3,1,20,1,-1.520863425,53.81322603
15U0252,3,2,30/05/2014,737,3,1,1,1,1,3,1,30,1,-1.570549134,53.80207122
15U0252,3,2,30/05/2014,737,3,1,1,1,1,3,1,48,1,-1.570549134,53.80207122
15V0829,2,1,31/05/2014,1235,3,1,1,1,1,3,1,25,1,-1.698698708,53.86534095
1610921,2,1,01/06/2014,1340,3,1,1,1,1,3,1,42,1,-1.590869096,53.8562049
1611005,2,1,01/06/2014,1420,6,1,1,1,1,3,1,16,1,-1.519128785,53.81616717
1621323,2,1,02/06/2014,1720,3,2,1,5,1,3,2,35,1,-1.585859368,53.79843994
1630208,2,1,03/06/2014,755,6,2,1,1,1,3,2,31,1,-1.63983819,53.83311893
1650586,2,1,04/06/2014,1415,6,1,1,1,1,3,1,26,1,-1.581240169,53.81102511
1651553,2,1,05/06/2014,1930,3,1,1,1,1,3,1,21,1,-1.467399828,53.84347908
1681137,2,1,08/06/2014,1624,6,1,1,1,1,3,1,33,1,-1.532863778,53.81438786
1690281,2,1,09/06/2014,808,3,1,1,1,1,3,1,14,1,-1.575736535,53.80410299
16B0530,2,1,11/06/2014,1050,3,1,1,1,1,3,2,61,1,-1.534688603,53.84710226
16C0288,2,1,12/06/2014,827,6,1,1,1,1,3,1,30,1,-1.527160064,53.76245048
16C0313,3,1,12/06/2014,830,3,1,1,1,1,3,1,26,1,-1.594498767,53.77000431
16C1619,2,1,12/06/2014,2020,6,1,1,1,1,3,1,42,1,-1.500638399,53.82689527
16D0606,2,1,13/06/2014,755,3,1,1,1,1,3,1,30,1,-1.665387572,53.84364583
16F0166,2,1,15/06/2014,130,6,1,4,1,1,2,1,19,1,-1.533460222,53.84274731
16G1296,2,1,22/06/2014,815,3,1,1,1,1,3,1,35,1,-1.550754314,53.72630107
16G1305,2,1,16/06/2014,1743,3,1,1,1,1,3,2,8,1,-1.626743225,53.81057304
16G1460,2,1,16/06/2014,1905,6,1,1,1,1,3,1,45,1,-1.61968055,53.73005384
16H1029,2,1,17/06/2014,1535,3,1,1,1,1,2,1,49,1,-1.671287101,53.86467586
16H1573,2,1,17/06/2014,1915,3,1,1,1,1,3,1,40,1,-1.592995257,53.86741108
16I0229,2,1,18/06/2014,710,3,1,1,1,1,3,1,27,1,-1.564593111,53.79513796
16I1036,2,1,18/06/2014,1545,6,1,1,1,1,3,1,37,1,-1.550958052,53.80960339
16J0383,2,1,19/06/2014,900,6,1,1,1,1,3,2,24,1,-1.573215213,53.81315397
16J0483,2,1,19/06/2014,1015,6,1,1,1,1,3,1,23,1,-1.528245873,53.7982183
16J1117,2,1,19/06/2014,1559,6,1,1,1,1,3,1,15,1,-1.520756365,53.83193865
16J1356,2,1,19/06/2014,1735,6,1,1,1,1,3,1,22,1,-1.532878965,53.81438792
16J1367,2,1,19/06/2014,1740,3,1,1,1,1,3,1,35,1,-1.579177017,53.77286368
16K1381,2,1,20/06/2014,1735,3,1,1,1,1,2,1,60,1,-1.525491696,53.81088057
16K1402,2,1,20/06/2014,1735,3,1,1,1,1,3,2,32,1,-1.404660045,53.78669428
16M0684,1,1,22/06/2014,1120,6,1,1,1,1,2,1,48,1,-1.561432158,53.89295147
16O1406,2,1,24/06/2014,1827,3,1,1,1,1,3,1,40,1,-1.580052703,53.82347833
16P0315,2,1,24/06/2014,1810,6,2,1,9,1,2,1,37,1,-1.530141734,53.76848422
16P1262,2,1,25/06/2014,1710,6,1,1,1,1,3,1,29,1,-1.343573419,53.8214023
16P1547,2,1,25/06/2014,1735,3,1,1,1,1,3,1,35,1,-1.516569212,53.77194463
16S0368,2,2,28/06/2014,728,6,2,1,1,1,3,1,43,1,-1.561642274,53.76217698
16T1231,2,1,29/06/2014,1711,6,1,1,1,1,3,1,13,1,-1.53955486,53.75120065
16T1261,2,2,29/06/2014,1820,6,1,1,1,1,3,2,32,1,-1.559376964,53.8032531
16U0812,2,1,30/06/2014,1520,3,1,1,1,1,3,1,35,1,-1.514844846,53.77543404
1710835,2,1,01/07/2014,1340,3,1,1,1,1,2,1,26,1,-1.569213227,53.81686969
1720356,2,1,02/07/2014,916,6,1,1,1,1,2,1,50,1,-1.540886902,53.79594841
1721377,2,1,02/07/2014,1650,3,1,1,1,1,3,2,57,1,-1.619188118,53.83654254
1740262,2,1,04/07/2014,728,4,1,1,1,1,3,1,29,1,-1.627609742,53.7984689
17C2045,2,1,12/07/2014,2235,6,2,4,2,1,3,1,35,1,-1.576232453,53.81968096
17D1483,2,1,13/07/2014,1907,6,1,1,1,1,3,1,11,1,-1.60557704,53.78913185
1.70E+235,2,1,14/07/2014,705,6,1,1,1,1,3,1,36,1,-1.712516116,53.87495589
17H0738,2,1,17/07/2014,830,6,1,1,1,1,3,1,43,1,-1.546977166,53.83234606
17I0783,2,1,18/07/2014,1221,6,2,1,1,1,3,1,59,1,-1.505847975,53.82701569
17J1841,2,1,19/07/2014,2210,3,2,4,1,1,3,1,28,1,-1.522979086,53.8114818
17M1200,2,1,22/07/2014,1635,6,1,1,1,1,3,1,23,1,-1.598789407,53.81647786
17N0317,2,1,23/07/2014,735,6,1,1,1,1,2,2,37,1,-1.514478884,53.81898866
17N1316,2,1,23/07/2014,1750,3,1,1,1,1,3,1,30,1,-1.571010525,53.78809648
17O0627,2,1,24/07/2014,1020,3,1,1,1,1,3,1,35,1,-1.539807357,53.79055145
17P1286,2,1,25/07/2014,1610,3,1,1,1,1,3,1,39,1,-1.591401253,53.80933444
17T0334,2,1,29/07/2014,745,3,1,1,1,1,2,1,37,1,-1.591161944,53.76052855
17V0368,2,1,31/07/2014,905,3,1,1,1,1,2,1,41,1,-1.628871756,53.82922071
1830367,2,1,03/08/2014,643,3,1,1,1,1,3,1,20,1,-1.60464105,53.83865263
1840302,2,1,04/08/2014,850,3,1,1,1,1,3,2,32,1,-1.565303511,53.81600174
1861406,2,1,06/08/2014,1900,3,1,1,1,1,3,1,39,1,-1.683880582,53.80572181
1870432,2,1,07/08/2014,945,6,1,1,1,1,3,1,13,1,-1.524412201,53.72771848
1881051,2,1,08/08/2014,1500,3,1,1,1,1,3,1,30,1,-1.545715954,53.77472801
1881198,2,1,08/08/2014,1630,6,2,1,2,1,3,1,53,1,-1.522896291,53.80405735
1881271,4,1,08/08/2014,1700,3,1,1,1,1,3,1,27,1,-1.499030978,53.73230694
1891263,2,1,09/08/2014,1710,6,1,1,1,1,3,1,49,1,-1.541536621,53.79901582
18A0775,2,1,06/08/2014,1430,6,1,1,1,1,3,1,20,1,-1.52222199,53.80460294
18B1248,1,1,11/08/2014,1851,6,1,1,1,1,3,1,42,1,-1.547362757,53.89946943
18J1121,2,1,19/08/2014,1730,6,1,1,1,1,3,1,38,1,-1.54851828,53.79214846
18J1454,2,1,19/08/2014,2030,3,2,4,2,1,3,1,43,1,-1.723716848,53.90862367
18J1471,2,1,19/08/2014,2041,3,2,4,2,1,2,1,53,1,-1.726618007,53.87924006
18K0292,2,1,20/08/2014,815,6,1,1,1,1,3,1,30,1,-1.538875651,53.79107816
18K1418,2,1,20/08/2014,1905,6,1,1,1,1,2,1,44,1,-1.546529839,53.79495422
18L0520,2,1,21/08/2014,1155,4,1,1,1,1,3,1,30,1,-1.478384733,53.79848828
18M1057,2,1,22/08/2014,1635,3,1,1,1,1,2,1,47,1,-1.452122755,53.80523813
18N1357,2,1,23/08/2014,1830,6,1,1,1,1,3,2,36,1,-1.576832444,53.80685719
18O0651,2,1,24/08/2014,1145,6,1,1,1,1,2,1,55,1,-1.617498522,53.81849831
18R1367,2,1,27/08/2014,1715,3,1,1,1,1,3,1,25,1,-1.589403089,53.80868048
18S0397,2,1,28/08/2014,948,6,1,1,1,1,2,1,27,1,-1.529662347,53.79373882
18V1099,2,1,31/08/2014,1644,3,1,1,1,1,3,1,14,1,-1.582758798,53.80643753
18V1145,2,1,31/08/2014,1845,3,1,1,1,1,3,1,26,1,-1.544046653,53.83636158
1911222,2,1,01/09/2014,1430,6,1,1,1,1,3,1,73,1,-1.694692156,53.90814001
1911375,2,1,01/09/2014,640,6,1,1,1,1,3,1,43,1,-1.523478801,53.78078959
1920245,2,1,02/09/2014,719,3,2,1,1,1,3,2,43,1,-1.501623326,53.74382257
1920341,2,1,02/09/2014,850,3,1,1,1,1,2,1,37,1,-1.665387572,53.84364583
1920748,2,1,02/09/2014,1300,6,1,1,1,1,3,1,24,1,-1.542164198,53.81109813
1930193,2,1,03/09/2014,550,6,1,4,1,1,3,1,21,1,-1.527408777,53.78624291
1931205,2,1,03/09/2014,1744,3,1,1,1,1,3,2,50,1,-1.625092256,53.82711477
1931365,2,1,03/09/2014,1925,3,1,4,1,1,3,2,21,1,-1.477589478,53.82950256
1941266,2,1,04/09/2014,1829,3,1,1,1,1,3,1,46,1,-1.574151734,53.81815462
1950754,2,2,05/09/2014,1300,6,1,1,1,1,3,1,40,1,-1.534489027,53.8527639
1951317,2,1,05/09/2014,1747,6,1,1,1,1,3,1,22,1,-1.461814334,53.80849971
1951385,2,1,20/08/2014,800,3,1,1,1,1,3,2,36,1,-1.565746016,53.793749
1991039,2,1,09/09/2014,1640,3,1,1,1,1,2,1,51,1,-1.63341282,53.75101191
19A0669,2,1,10/09/2014,1945,6,1,1,1,1,3,1,47,1,-1.689342053,53.85777627
19A0823,2,1,10/09/2014,1505,3,1,1,1,1,3,2,49,1,-1.576232453,53.81968096
19B1153,2,1,11/09/2014,1708,6,1,1,1,1,2,1,13,1,-1.45436244,53.83390222
19B1635,2,1,11/09/2014,2120,3,1,4,1,1,3,1,17,1,-1.57965684,53.76583669
19B1649,2,1,11/09/2014,2100,6,1,4,1,1,3,1,29,1,-1.528777622,53.76565661
19C0589,2,1,12/09/2014,1215,6,1,1,1,1,3,1,25,1,-1.544902768,53.77696296
19C0853,2,1,12/09/2014,1515,6,1,1,1,1,3,1,26,1,-1.498054622,53.79391636
19C1040,2,1,12/09/2014,1635,3,1,1,1,1,3,1,55,1,-1.492817231,53.80148026
19D1203,2,1,13/09/2014,1725,6,1,1,1,1,3,1,15,1,-1.568809054,53.80444681
19E0853,3,1,14/09/2014,1110,6,1,1,1,1,3,1,52,1,-1.504526856,53.83211544
19E1214,2,1,14/09/2014,1330,3,1,1,1,1,3,1,22,1,-1.569546815,53.81692482
19F0629,2,1,15/09/2014,1245,6,1,1,1,1,3,1,16,1,-1.54400716,53.77419123
19H0222,2,1,17/09/2014,724,6,1,1,1,1,3,1,46,1,-1.514584998,53.81900707
19H0965,2,1,17/09/2014,1620,3,1,1,1,1,3,1,25,1,-1.488047539,53.80165774
19H0975,2,1,17/09/2014,1623,3,1,1,1,1,3,1,32,1,-1.634313999,53.89168545
19I0467,2,1,18/09/2014,1030,3,1,1,1,1,3,1,32,1,-1.619848943,53.756767
19J0826,2,1,12/09/2014,730,6,1,1,1,1,3,1,16,1,-1.539776222,53.81420784
19J0933,2,2,19/09/2014,1516,6,2,1,1,1,3,1,15,1,-1.647642545,53.80842517
19J0933,2,2,19/09/2014,1516,6,2,1,1,2,3,1,15,1,-1.647642545,53.80842517
19J1054,1,1,19/09/2014,1612,6,1,1,1,3,2,2,44,1,-1.540731367,53.79628936
19M0313,2,1,22/09/2014,830,3,1,1,1,1,3,1,49,1,-1.654662679,53.83562518
19M1463,2,1,22/09/2014,1800,6,1,1,1,1,3,1,28,1,-1.453998085,53.80815881
19N0183,2,1,17/09/2014,550,6,1,4,1,1,3,2,29,1,-1.555469099,53.74918444
19N0254,2,1,23/09/2014,745,3,1,1,1,1,3,1,68,1,-1.449936742,53.80287325
19N0255,2,1,23/09/2014,752,3,1,1,1,1,3,1,38,1,-1.544874183,53.7782032
19N1081,2,1,24/09/2014,1340,6,1,1,1,1,3,1,22,1,-1.529400377,53.76422994
19O0159,4,1,24/09/2014,625,3,2,4,1,1,2,1,35,1,-1.582799786,53.77628281
19O1108,2,1,24/09/2014,1707,6,1,1,1,1,3,1,23,1,-1.569316186,53.80533844
19P0481,2,1,25/09/2014,1045,6,1,1,1,1,3,1,16,1,-1.524076775,53.7963503
19P1598,2,1,25/09/2014,1945,3,1,1,1,1,3,1,29,1,-1.56245774,53.81507462
19Q0608,1,1,26/09/2014,1250,6,1,1,1,1,3,1,24,1,-1.514694558,53.78452038
19S1387,2,1,24/09/2014,645,6,1,1,1,1,3,1,36,1,-1.563839635,53.7667779
19T0468,2,1,29/09/2014,1035,3,1,1,1,1,3,2,31,1,-1.586364894,53.83039403
19U0826,2,1,30/09/2014,1451,3,1,1,1,1,3,1,21,1,-1.574060147,53.81819924
19U1294,2,1,30/09/2014,1730,3,1,1,1,1,3,2,29,1,-1.428347331,53.89871936
1A10211,1,1,01/10/2014,525,3,1,5,1,1,2,1,47,1,-1.623137166,53.82658735
1A10887,2,1,01/10/2014,1504,3,1,1,1,1,3,1,57,1,-1.577013065,53.82060049
1A20395,2,1,02/10/2014,940,3,1,1,1,1,3,1,54,1,-1.585513771,53.80731891
1A21276,2,1,02/10/2014,1840,6,1,1,1,2,3,2,8,1,-1.558320095,53.76508592
1A40482,2,1,04/10/2014,908,3,2,1,2,1,3,1,48,1,-1.547529314,53.73871055
1A51652,2,1,05/10/2014,2347,6,1,4,1,1,3,1,61,1,-1.544635041,53.81432524
1A70282,2,1,07/10/2014,850,6,2,1,1,1,3,1,42,1,-1.514463591,53.81899759
1A80268,2,1,08/10/2014,840,3,1,1,1,1,3,1,52,1,-1.522713652,53.77867435
1AA0453,2,1,10/10/2014,1030,3,1,1,1,1,3,2,41,1,-1.589403089,53.80868048
1AF0252,2,1,15/10/2014,800,3,2,1,2,1,3,1,40,1,-1.628826019,53.82923855
1AF0962,2,1,10/10/2014,1630,6,1,1,1,1,2,1,53,1,-1.516369488,53.83816771
1AF1341,2,1,15/10/2014,1900,6,2,4,2,1,3,1,20,1,-1.574812449,53.80839599
1AG0491,2,1,16/10/2014,850,3,1,1,1,1,3,1,37,1,-1.583319066,53.82804662
1AG1189,2,1,16/10/2014,1809,3,1,4,1,1,3,1,23,1,-1.519760822,53.77812328
1AH0209,2,1,17/10/2014,758,3,1,1,1,1,2,1,31,1,-1.651281631,53.83471662
1AI1088,2,1,17/10/2014,1845,6,1,4,1,1,3,1,35,1,-1.641882892,53.83388902
1AK0574,2,1,20/10/2014,1234,6,1,1,1,1,3,1,23,1,-1.531566544,53.74950692
1AM0719,2,1,22/10/2014,1340,3,2,1,2,1,3,1,40,1,-1.584106123,53.80685565
1AN0185,2,1,23/10/2014,705,6,2,4,1,1,2,1,41,1,-1.562470229,53.76424726
1AN0267,2,1,23/10/2014,800,6,1,1,1,1,2,1,22,1,-1.574783715,53.80823411
