"","X","lng","lat","order","piece","id","group","Quantity","Year","From","To"
"647",647,18.4143064432048,52.607482149691,9,1,30,30.1,2,2013,"Czech Republic","Latvia"
"648",648,18.8720905574022,52.9573436366109,10,1,30,30.1,2,2013,"Czech Republic","Latvia"
"649",649,19.3373234685254,53.3054177649476,11,1,30,30.1,2,2013,"Czech Republic","Latvia"
"650",650,19.8101834173425,53.6516522039558,12,1,30,30.1,2,2013,"Czech Republic","Latvia"
"651",651,20.290852259776,53.9959929049383,13,1,30,30.1,2,2013,"Czech Republic","Latvia"
"652",652,20.7795154349996,54.3383840459736,14,1,30,30.1,2,2013,"Czech Republic","Latvia"
"653",653,21.2763619195302,54.678767975687,15,1,30,30.1,2,2013,"Czech Republic","Latvia"
"654",654,21.7815841658329,55.0170851561647,16,1,30,30.1,2,2013,"Czech Republic","Latvia"
"655",655,22.2953780238412,55.35327410513,17,1,30,30.1,2,2013,"Czech Republic","Latvia"
"656",656,22.8179426436846,55.6872713375161,18,1,30,30.1,2,2013,"Czech Republic","Latvia"
"657",657,23.3494803577934,56.0190113065971,19,1,30,30.1,2,2013,"Czech Republic","Latvia"
"658",658,23.8901965404314,56.3484263448575,20,1,30,30.1,2,2013,"Czech Republic","Latvia"
"659",659,24.4402994425834,56.6754466048103,21,1,30,30.1,2,2013,"Czech Republic","Latvia"
"660",660,25,57,22,1,30,30.1,2,2013,"Czech Republic","Latvia"
"661",661,15,49.75,1,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"662",662,15.3730757181562,50.061852539402,2,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"663",663,15.75102421004,50.3724937390227,3,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"664",664,16.1339444164421,50.6818941145971,4,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"665",665,16.5219370726538,50.9900233750275,5,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"666",666,16.9151047098292,51.2968503998536,6,1,31,31.1,24,2013,"Czech Republic","Lithuania"
"667",667,17.3135516528913,51.6023432162967,7,1,31,31.1,24,2013,"Czech Republic","Lithuania"
